reviewerName,Address,NameHotel,overallScore,reviewText
Thanh K. N. ,Hà Nội,Khách sạn Lotte Hà Nội,6.0,Giá cao nhưng support quá tệ! Đây là lần cuối
Hoang N. ,Hà Nội,Khách sạn Lotte Hà Nội,6.8,Lúc checkin nhân viên hỗ trợ rất nhiệt tình. Lúc check out thì nhân viên có thái độ không tốt và hời hợt
Hai N. C. ,Hà Nội,Khách sạn Lotte Hà Nội,8.8,Nhân viên lễ tân tư vấn về Lounge không rõ ràng khiến tôi nghĩ là không có đồ ăn nên phải đi ăn ngoài dù có đặt hạng phòng Suite
Ms T. ,Hà Nội,Khách sạn Lotte Hà Nội,9.7,"Rất hài lòng về phòng nghỉ, tiện nghi và thái độ phục vụ. Chỉ hơi phiền khi di chuyển thang máy do phải tách thành 2 lần thang."
Tong D. D. ,Hà Nội,Khách sạn Lotte Hà Nội,8.5,"Mọi thứ rất tuyệt, ngoại trừ covid"
Tran K. N. ,Hà Nội,Khách sạn Lotte Hà Nội,8.5,"Khách sạn sạch sẽ, view đẹp, có dịp sẽ ghé nữa"
Thi B. N. N. ,Hà Nội,Khách sạn Lotte Hà Nội,9.7,dịch vụ tốt. nói chung là cái gì cũng khá là hài lòng
Nguyen T. N. H. ,Hà Nội,Khách sạn Lotte Hà Nội,7.4,"Mọi thứ đều ok, chỉ có 1 điều khiến tôi ko hài lòng là cả 2 đêm tôi ở tại khách sạn đều gặp trục trặc về thẻ mở cửa khiến tôi phải đi lên xuống nhiều lần. Hy vọg khách sạn sẽ khắc phục để moi thứ hoàn hảo hơn."
Le T. T. ,Hà Nội,Khách sạn Lotte Hà Nội,9.7,Rất tuyệt vời. Mọi thứ đều tốt đẹp.
Phung Q. V. ,Hà Nội,Khách sạn Lotte Hà Nội,9.4,"Dịch vụ tốt, nhân viên nhiệt tình"
Hai N. D. ,Hà Nội,Khách sạn Lotte Hà Nội,8.5,Các bữa ăn và dịch vụ tuyệt vời với giá cả hợp lý.
Hai N. D. ,Hà Nội,Khách sạn Lotte Hà Nội,9.7,Khách sạn có đồ ăn ngon và thuận tiện để đi đến sân bay.
Hoai N. T. ,Hà Nội,Khách sạn Lotte Hà Nội,9.7,Kỳ nghỉ tuyệt vời! Hồ bơi trong nhà thật tuyệt vời!
Bambang S. S. ,Hà Nội,Khách sạn Lotte Hà Nội,9.7,"Hote thoải mái, rất gần với lotte dept store / lotte mart, svc tốt"
Phuong H. ,Hà Nội,Khách sạn Lotte Hà Nội,9.7,"Tôi thích trung tâm kinh doanh của khách sạn, thật tiện lợi và nhân viên rất hữu ích."
Phuong H. ,Hà Nội,Khách sạn Lotte Hà Nội,9.7,"Dịch vụ tuyệt vời, nhân viên thân thiện. Ăn sáng là ok."
Tommy D. P. ,Hà Nội,Khách sạn Lotte Hà Nội,9.7,"Khách sạn rất đẹp, có quầy bar trên tầng thượng với tầm nhìn ngoạn mục, phòng rộng rãi và sạch sẽ, gần siêu thị và nhà hàng phục vụ các món ăn Việt Nam chính thống."
Nguyen V. B. H. ,Hà Nội,Khách sạn Lotte Hà Nội,10.0,"Chúng tôi đã có một đêm tân hôn tuyệt vời và lãng mạn nhờ sự đối xử đặc biệt của khách sạn. Chúng tôi chắc chắn sẽ trở lại vào những dịp đặc biệt, và rất khuyến khích điều đó cho những người khác đến và thưởng thức."
Nguyen C. T. ,Hà Nội,Khách sạn Lotte Hà Nội,9.7,"Dịch vụ tuyệt vời và nhân viên. Cơ sở là khá tốt và hiện đại, view đẹp, tuyệt vời!"
Adi S. ,Hà Nội,Khách sạn Lotte Hà Nội,10.0,"Sạch sẽ, thoải mái, dịch vụ tuyệt vời"
Hindra W. ,Hà Nội,Khách sạn Lotte Hà Nội,9.4,Lễ tân có nụ cười thân thiện và làm việc chuyên nghiệp
Dhimas H. S. ,Hà Nội,Khách sạn Lotte Hà Nội,8.5,"Dịch vụ tốt, nhân viên thân thiện và cởi mở."
Nguyen T. T. L. ,Hà Nội,MK Premier Boutique Hotel,9.7,Nhân viên nhiệt tình. Vị trí thuận lợi đi lại
Ngoc V. T. ,Hà Nội,MK Premier Boutique Hotel,9.4,Phòng sạch sẽ Thuận tiện di chuyển Bạn lễ tân khách sạn siêu siêu nhiệt tình dễ thương
Nguyen T. P. T. ,Hà Nội,MK Premier Boutique Hotel,5.4,"Chăn mền dơ, có dấu như máu. Mình có đề nghị nhân viên hỗ trợ thay chăn mền giúp nhưng bạn từ chối và giải thích đó là vết gỉ sét. Bạn chưa lên phòng mình kiểm tra mà đoán là dấu gỉ sét và từ chối như vậy làm mình không hài lòng. Dù gì mình cũng là khách mà."
Vu D. V. ,Hà Nội,MK Premier Boutique Hotel,9.7,Tôi rất hài lòng về dịch vụ của khách sạn!
Thi N. T. N. ,Hà Nội,MK Premier Boutique Hotel,9.7,Khá ok. Sẽ quay lại một ngày gần nhât
Thi N. T. H. ,Hà Nội,MK Premier Boutique Hotel,8.9,"Phòng mình ở máy lạnh bị lạnh quá, không điều chỉnh được, nhiệt độ bên ngoài lại quá nóng nên mình đi ra đi vô là bệnh luôn"
Thi N. O. V. ,Hà Nội,MK Premier Boutique Hotel,6.0,"Nhân viên thân thiện. Khách sạn ở vị trí thuận lợi. Tuy nhiên bố trí dàn nóng máy lạnh quá gần với phòng ngủ, khu vực hành lang lại không có máy điều hoà nên chỉ cần ra khỏi phòng là nóng như lò than, rất dễ shock nhiệt. Có thể khách sạn chỉ thiết kế để ở mùa lạnh!"
Vuong T. N. X. ,Hà Nội,MK Premier Boutique Hotel,9.7,"Khách sạn lớn, rộng rãi, phòng giống hình và có bồn tắm, vị trí ở khu phố cổ thuận tiện đi chơi và khám phá, cách hồ Hoàn Kiếm 10p đi bộ, phòng sạch sẽ và được dọn dẹp thường xuyên. Chưa được thử dịch vụ nhà hàng và spa do lúc mình đến dịch vụ đang tạm ngưng hoạt động"
Vi V. V. ,Hà Nội,MK Premier Boutique Hotel,9.4,"phòng sạch, xinh và view đậm chất phố cổ Hà Nội"
Thi P. H. L. ,Hà Nội,MK Premier Boutique Hotel,8.8,"Phòng khá tiện nghi tuy nhiên trần thấp, đèn vàng làm không gian khá ngột ngạt"
Thi M. D. L. ,Hà Nội,MK Premier Boutique Hotel,9.7,"Khách sạn sạch sẽ, phòng rộng thoáng , nhân viên lịch sự , chú giữ xe dễ thương nhiệt tình đón khách xách hành lý, lễ Tân chủ dáo, đồ dùng khách sạn đẹp, mùi thơm dễ chịu chất lượng, cần lưu ý bàn chải đánh răng lông dở, nhọn đâm đau răng"
Thi H. H. N. ,Hà Nội,MK Premier Boutique Hotel,5.1,"khách sạn ở hành lang không có điều hòa, đường hẹp, phòng tối"
Thi L. N. H. ,Hà Nội,MK Premier Boutique Hotel,9.7,"Phòng sạch sẽ, giá mềm. Tuy nhiên khu vực nhà hàng chưa phục vụ lại."
Vo H. D. N. ,Hà Nội,MK Premier Boutique Hotel,9.7,"Nhân viên nice, phòng đẹp, có phòng có view đền hơi tâm linh nhưng mà cũng ok. Nói chung mọi thứ tuyệt vời."
Che T. K. T. ,Hà Nội,MK Premier Boutique Hotel,9.7,khách sạn ngay pho co. sach se. co mot diem tru la khăn có mùi
Le T. K. ,Hà Nội,MK Premier Boutique Hotel,9.4,"Vị trí thuận lợi, ngay trong phố cổ, gần Hồ Gươm. Dịch vụ dọn phòng hằng ngày. Nhân viên vui vẻ, lịch sự, ân cần. Mình rất hài lòng với trải nghiệm tại khách sạn ạ. Vote cho 5 sao nhé. Sẽ quay lại nếu có dịp ra Hà Nội. có 1 điểm trừ nhỏ là TV phòng mình (204) hơi rè, không xem được. Nếu khách sạn đọc được thì khắc phục nhé 😁"
Thi A. N. N. ,Hà Nội,MK Premier Boutique Hotel,8.3,"khách sạn hơi bí, nhưng ở phố cổ có thể thông cảm được, gần bờ hồ nên có thể di chuyển"
Nguyen T. K. K. ,Hà Nội,MK Premier Boutique Hotel,9.7,"khách sạn ngay phố cổ rất tiện cho việc di chuyển, nhân viên nhiệt tình, phòng sạch sẽ"
Dang D. T. N. ,Hà Nội,MK Premier Boutique Hotel,9.7,"không chê đâu được, phòng và vị trí rất ok"
Nguyen C. T. ,Hà Nội,MK Premier Boutique Hotel,7.0,Bạn bảo vệ ban đêm nhìn mặt rất khó chịu. Khách đến nhờ hổ trợ check cái Camera để xem khách đem ví vào khách sạn hay để quên ở trên xe Grab. Nhìn cứ như giang hồ hơn là an ninh. Còn lại mọi thứ oki. Từ lễ tân đến chú Bảo vệ Ban Ngày.
Niranjan G. ,Hà Nội,MK Premier Boutique Hotel,5.6,"Nhân viên lễ tân không thông báo về việc đã nâng hạng phòng cho khách. Nên tôi đã đặt y hạng phòng đó thêm 3 ngày vào hôm sau, nhưng lại được xếp 1 phòng không có cửa sổ. Trong khi trên App vẫn còn phòng loại có cửa sổ và giá phòng cũng bằng số tiền tôi đã đặt. Vì tôi đặt qua App mà không đặt trực tiếp qua khách sạn nên thái độ nhân viên rất khác. Đây là lần cuối tôi lưu trú tại khách sạn này."
Cam C. ,Hà Nội,MK Premier Boutique Hotel,6.0,Ti vi không xem được và phòng có muỗi .
Pham T. T. A. ,Hà Nội,MK Premier Boutique Hotel,8.5,Mik thấy được nhưng tivi của khách sạn hơi chưa hài lòng 1 chút với cả nước nóng chảy hơi chậm đi từ Hải Phòng lên Hà Nội đầu bết người bị mô hôi mồ kê mà đợi mãi nước không xong để ngâm
Truc Q. V. ,Hà Nội,MK Premier Boutique Hotel,9.7,"Nhân viên rất nhiệt tình. Khách sạn xinh, như hình. Gần xung quanh các tụ điểm ăn uống và vui chơi. Tôi rất thích ở đây."
Thuy T. ,Hà Nội,MK Premier Boutique Hotel,9.1,Phòng rất đẹp. Vị trí tốt. Tuy nhiên phòng chỉ có 1 đèn vàng nên hơ tối
Ngoc T. X. N. ,Hà Nội,MK Premier Boutique Hotel,9.1,"Khách sạn ở vị trí tiện lợi, đi bộ chưa đến 10p là ra Hồ Gươm. Tuy nhiên khăn tắm hơi cũ, sàn nhà khá bụi dù đã báo dọn phòng."
Thi L. A. T. ,Hà Nội,MK Premier Boutique Hotel,9.7,Phòng sạch sẽ - Nhân viên thân thiện cực kỳ luôn lần đầu mình đi Hà Nội không biết gì hỏi rất nhiều mà nhân viên lễ tân khách sạn vẫn hướng dẫn cực kỳ tận tâm - Lần sau đi nhất định mình sẽ ghé ở lại
My H. D. V. ,Hà Nội,MK Premier Boutique Hotel,8.5,"Khách sạn rất ok, sạch sẽ lại gần phố, Lần sau sẽ quay lại"
Thi M. T. H. ,Hà Nội,MK Premier Boutique Hotel,9.7,"Phòng rộng, check in nhanh gọn thật thích Chỉ vài bước là tới khu Tạ Hiên, Ốc Trang.."
Nguyen N. Q. ,Hà Nội,MK Premier Boutique Hotel,8.8,Nhân viên thân thiện Vị trí khá thuận lợi
Nguyen T. B. T. ,Hà Nội,MK Premier Boutique Hotel,8.5,"phòng sạch sẽ, nhân viên thân thiện, ăn sáng ngon"
Tran N. H. ,Hà Nội,MK Premier Boutique Hotel,8.8,Khách sạn nên cải thiện về vấn đề cách âm để chống tiếng ồn
Dang T. M. H. ,Hà Nội,MK Premier Boutique Hotel,10.0,"Khách sạn to đùng giữa phố cổ xinh xinh, thiết kế kết hợp giữa cổ điển và hiện đại nhưng vẫn có nét riêng giữa hàng trăm khách sạn kiểu cổ ở Hà Nội. Mình ở phòng có ban công thích lắm, sáng sáng chiều chiều ngồi tựa ghế nhìn ra ban công, nghe tiếng còi xe tiếng lao xao của phố phường và nhìn quanh là những mái nhà nhỏ nhỏ rêu rêu đậm chất Hà Nội rồi mở nhạc Bằng Kiều thấy đời thật thi vị. Phòng sạch, khá to so với diện tích ở phố cổ, đặc biệt có bồn tắm kiểu cổ điển mà vách phòng tắm gắn kính trong suốt nhìn ra thành phố (có rèm để kéo xuống nếu bạn muốn kín đáo nha) rất phù hợp cho bạn nào thích phong cách tắm “thiên nhiên” kiểu tối tối khi nhà nhà xung quanh lên đèn một mình nude ngồi trong bồn uống rượu mở nhạc. Ăn sáng trên rooftop lầu 6, đa dạng các món và nấu ngon (so với phần lớn khách sạn khác). Tiếp tân chuyên nghiệp. Nói chung mình thấy MK đáng so với giá tiền và là một chỗ đáng cân nhắc nếu lần đầu đến Hà Nội hoặc thích không khí ở phố cổ."
Thanh B. N. ,Hà Nội,MK Premier Boutique Hotel,10.0,Khách sạn ăn sáng ngon và tuyệt vời cà phê
Phuong P. ,Hà Nội,MK Premier Boutique Hotel,10.0,Nhân viên thân thiện. Phòng đẹp. Dịch vụ tốt.
Nguyen H. A. T. ,Hà Nội,MK Premier Boutique Hotel,9.0,Khách sạn đẹp. Nhân viên rất dễ thương. Đồ ăn sáng khá ngon. Chỉ có điều phòng hơi nhỏ so với hình chụp. Khăn tắm không được trắng - khăn khá cũ. Các vật dụng vệ sinh cá nhân sơ sài - không có dao cạo râu. 
Nguyen H. G. ,Hà Nội,MK Premier Boutique Hotel,9.4,"Khách sạn rất sạch sẽ. Nhân viên thân thiện, vị trí thuận lợi di chuyển trong khu phố cổ"
Trong H. ,Hà Nội,MK Premier Boutique Hotel,8.5,Phong dep. khu vuc sam uat. Nhieu quan an.
Duy L. N. ,Hà Nội,MK Premier Boutique Hotel,6.0,"Không có người để bụng giúp mang hành lý khi chúng tôi đến. Căn phòng cách âm rất kém, chúng tôi có thể nghe rõ những gì mọi người nói chuyện bên ngoài. Cái khăn tắm cũ thật rồi."
Hong H. L. ,Hà Nội,MK Premier Boutique Hotel,6.0,Phòng không có cửa sổ là khủng khiếp và khăn của họ đều bị rách.
Yudha S. W. ,Hà Nội,MK Premier Boutique Hotel,10.0,"Đến khách sạn đêm, nhận phòng ngay. Các nhân viên rất thân thiện và quá trình này rất nhanh, cho đến khi tình trạng phòng không có vấn đề gì, điều kiện sạch sẽ và mọi thứ đều ổn, bữa sáng là một lựa chọn tuyệt vời, điều tôi thích là có sữa chua được chuẩn bị mỗi ngày cho bữa sáng và nó rất ngon."
Yen Y. ,Hà Nội,MK Premier Boutique Hotel,6.4,Phòng là một chút cũ và không phải là tốt đẹp như hình ảnh nhưng vị trí là tốt với trang trí đẹp bên ngoài! Thức ăn không phải là lạ mắt.
Robert C. B. ,Hà Nội,MK Premier Boutique Hotel,9.4,"khách sạn đẹp, vị trí tốt nhưng giường xấu"
Astono A. ,Hà Nội,MK Premier Boutique Hotel,9.7,"Khách sạn đẹp, nằm ở trung tâm thành phố. phòng cũng thoải mái với một bồn tắm lớn. nhân viên tốt và thân thiện"
Sukarawan K. ,Hà Nội,MK Premier Boutique Hotel,9.7,"Thoải mái ở lại, vị trí tốt, nhân viên thân thiện và hữu ích."
Tfff F. ,Hà Nội,MK Premier Boutique Hotel,9.1,"Vị trí tốt, dịch vụ tốt và sạch sẽ"
Nguyen N. Q. L. ,Hà Nội,MK Premier Boutique Hotel,10.0,Không chỉ hạnh phúc khi ở lại đây.
My T. T. N. ,Hà Nội,Dal Vostro Hotel & Spa,8.8,"Phòng như hình, đầy đủ tiện nghi, gần hồ gươm đi lại rất thuận tiện, xứng đáng với giá tiền nha. Tuy nhiên khách sạn cần thường xuyên kiểm tra hệ thống điện, nước để bảo trì, bảo dưỡng vì có lẽ khách sạn xây cũng lâu. Anw, vợ chồng mình đã có kỳ nghỉ tuyệt vời."
Thanh T. N. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Phòng sạch sẽ, tinh tế từ những chi tiết nhỏ. Dịch vụ tốt và có hidden bar ngay dưới hầm. Từ khách sạn đi vài bước là ra hồ Gươm và tiện ích xung quanh có đủ. Một nơi xứng đáng để quay lại nhiều lần."
Doan Q. H. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Rất hài lòng với cách phục vụ của các bạn nhân viên, nhiệt tình và thân thiện. Phòng ốc sạch sẽ, giường ngủ rất êm. Vị trí ngay hồ Gươm. Không gian nhà hàng tuy nhỏ nhưng trang trí ấm cúng, bữa sáng ngon hợp khẩu vị. Quán bar trong khách sạn có nhạc sống rất hay, đồ uống tuyệt vời. Cám ơn Dal Vostro, sẽ quay lại khi có dịp!"
Vi N. N. ,Hà Nội,Dal Vostro Hotel & Spa,9.4,"lần nào ra Hà Nội mình cũng ở khách sạn này, gần trung tâm, tiện di chuyện, đặc biệt là mình thây thoai mái"
Huynh T. T. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Nhân viên phục vụ tốt, thân thiện, phòng nghỉ sạch sẽ, sẽ tiếp tục đặt phòng tại đây khi quay trở lại Hà Nội"
Nguyen T. L. T. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"khách sạn vị trí thuận tiện, gần Hồ Gươm, phố cổ. Xung quanh nhiều quán ăn ngon. Nhân viên cũng nhiệt tình thân thiện. Sẽ quay lại khi tới Hà Nội."
Khoa K. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Vị trí gần trung tâm, khách sạn sạch sẽ, nhân viên lịch sự, thân thiện"
Pham M. D. ,Hà Nội,Dal Vostro Hotel & Spa,6.0,Các bạn cẩn thận phòng có 2h nhưng ghi 1 đêm rất mập mờ. Đến nơi đóng thêm 500k nhé. Tôi bị rồi
Thi N. H. T. ,Hà Nội,Dal Vostro Hotel & Spa,6.3,Phục vụ quá tệ. Nữa đêm cúp điện 4 lần không ngủ được. Điện thoại hỏi lễ tân xem sao vì mình có bé nhỏ mà 2.3h sáng nó khóc um lên. không 1 ai bắt máy. Gọi tiếp số số cá nhân thì đổ chuông 2 cuộc đầu sau chặn luôn . Dọn vệ sinh thì dơ bẩn. Nói chung dịch vụ tệ
Le T. P. A. ,Hà Nội,Dal Vostro Hotel & Spa,4.8,"Mình đặt 2 đêm ở đây, khách sạn để thông tin có bãi đậu xe, nên mình mới đặt, khi tới thì vào ngày cuối tuần đây là phố đi bộ nên không được đậu xe, mình đã phải gửi vào bãi gửi xe ngoài 200k/đêm (tới 12h trưa), ngày tiếp theo là tối chủ nhật nên chỗ gửi xe của mình buộc lấy vào lúc 12h đêm (thêm 150k từ 12h trưa đến 12h đêm chủ nhật), mình đã báo trước từ buổi sáng với khách sạn, khách sạn đồng ý để mình gửi xe ở đây, và không hề thông báo có phí gửi xe, đến 10h tối mình báo lại vì thấy sảnh rất nhỏ và có 1 chiếc ô tô đậu ở đó, thì lại nhận được thông báo là đi gửi chỗ khác và 200k/đêm, trong khi các bạn có thể thông báo ngay từ buổi sáng hay từ lúc mình nhận phòng, nhưng các bạn lễ tân hay kháchsạn không hề có 1 lời xin lỗi nào với mình, thái độ lễ tân còn rất hờ hững, còn bảo rằng ở khu phố như vậy thì kháchsạn nào cũng sẽ thu phí gửi xe, ủa mình lần đầu tới Hn làm sao mình biết phố như nào, xe đỗ như nào?????. Trong khi ngay từ đầu các bạn có thể báo mình rằng không thể đậu xe ở ks, hay có đậu ở kháchsạn cũng mất phí, thì mình đã có thể tìm 1 chỗ khác qua đêm chỉ mất 200k, (tổng phí gửi xe 2 đêm đã có thể là 400k). Vậy mà các bạn không hề báo nên mình ở 2 đêm mất tổng 550k tiền gửi xe 🙂"
Tran T. T. ,Hà Nội,Dal Vostro Hotel & Spa,8.5,"Trải nghiệm khá tốt. Sạch sẽ, gần trung tâm đi lại thuận tiện"
Vu P. T. H. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,Phòng Sạch sẽ tiện nghi vị trí đẹp
Thi K. N. N. ,Hà Nội,Dal Vostro Hotel & Spa,6.0,Không có nước nóng trong phòng tắm trong khi thời tiết lạnh.
Thi K. N. N. ,Hà Nội,Dal Vostro Hotel & Spa,6.0,"Giá phòng 600k /1 đêm nhưng phòng không có tắm nước nóng, tôi phải tắm nước lạnh. Với giá như vậy thật sự không muốn nói gì nữa"
Lam A. V. ,Hà Nội,Dal Vostro Hotel & Spa,7.0,"Hệ thống nước nóng lạnh mùa đông chưa tốt, nước yếu, thiếu nước nóng, khuya thì không có nước nóng, đã báo lễ tân không cải thiện được"
Houmphan T. ,Hà Nội,Dal Vostro Hotel & Spa,8.5,"Phòng đẹp, ngủ ngon, đầy đủ bình nóng lạnh"
Thi M. N. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"phòng hơi bé nhưng mà tiện nghi, ở vị trí rất đẹp đi đâu cũng gần. nhân viên rất lịch sự và chu đáo, dịch vụ tốt. cám ơn Dal Vostro đã giúp mình có một kỳ nghỉ trọn vẹn 🥰"
Nguyen C. T. K. ,Hà Nội,Dal Vostro Hotel & Spa,6.0,Phòng chật và không có nước nóng
Thanh T. N. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Khách sạn cực ổn 🥰 nhân viên thân thiện, phòng thoáng và đẹp! Cái ban công hơi bé so với hình dung 😂"
Duong D. ,Hà Nội,Dal Vostro Hotel & Spa,8.5,"Khách sạn sạch, khu vực ngay hồ Hoàn Kiếm. Nhân viên lịch sự."
Phuong T. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Phòng đẹp, trong phố cổ và sát Hồ hoàn kiếm. Giá cả hợp lý"
Le T. K. N. ,Hà Nội,Dal Vostro Hotel & Spa,9.1,phòng tuy hơi nhỏ nhưng tiện nghi
Khanh H. ,Hà Nội,Dal Vostro Hotel & Spa,10.0,"Khách sạn tuyệt vời, phục vụ chu đáo, khi đến thì khách sạn đã hết phòng đã đặt nên đã úp lên phòng cao cấp nhất, giá tiền vẫn không đổi"
Thao T. V. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Phòng đẹp, sạch sẽ, tiện nghi đầy đủ. Vị trí khách sạn đẹp gần phổ cổ, hồ hoàn kiếm và nhà thờ lớn, ngay trung tâm."
Ngoc L. N. ,Hà Nội,Dal Vostro Hotel & Spa,6.0,"khách sạn tệ hại , bắt ngưòi ta ở tận tầng 6 mà thang máy hư , hỏi tới thì ừh àh không ra gì 1 sao"
Le T. N. T. ,Hà Nội,Dal Vostro Hotel & Spa,8.5,Tôi rất hài lòng về phòng ốc và cách phục vu 5 khách của khách sạn. 5 sao nhé!
Nguyen H. A. ,Hà Nội,Dal Vostro Hotel & Spa,6.0,Thang máy bị hư khách phải đi bộ lên tầng cao !!! Đuối đuối Quá
Le N. A. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Phòng sạch sẽ, nhân viên thân thiện nhiệt tình, giá quá ổn đối với một khách sạn mà gần tất cả các địa điểm ăn uống 😂 Lúc đầu là chỉ chọn đại nhưng cuối cùng lúc đi chơi thì thấy gần mọi nơi!!!"
Quang T. H. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,Tuyệt vời! Sẽ quay lại mỗi khi lưu trú tại Hà Nội.
Nguyen B. T. ,Hà Nội,Dal Vostro Hotel & Spa,9.4,Không có chỗ đậu xe như giới thiệu
Trung T. T. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Khách sạn phục vụ rất tốt, đầy đủ tiện nghi, giá cả phù hợp. Có dịp sẽ quay lại đây"
Tran D. P. T. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Phòng sạch sẽ, gọn gàng, nằm trong khu phố cổ, gần Hồ Gươm rất tiện đi khám phá. Nhân viên vui vẻ, nhiệt tình. Lần sau ra Hà Nội tôi sẽ tiếp tục book khách sạn này :)"
Thi L. H. L. ,Hà Nội,Dal Vostro Hotel & Spa,8.5,"Phòng tiện nghi, sạch sẽ. nhân viên thân thiện và vui vẻ."
Ms T. ,Hà Nội,Dal Vostro Hotel & Spa,8.5,"Khách sạn tương đối sạch, giá ok"
Thao V. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Phòng đẹp, thoáng mát tiện nghi. gần trung tâm luôn nhé. Đáng tiền"
Thi K. H. N. ,Hà Nội,Dal Vostro Hotel & Spa,9.4,"Mình săn deal được phòng khách sạn ok, gần ngay hồ hoàn kiếm, tiện lợi"
Kim N. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Giá cả hợp ly, phòng ốc sạch sẽ, vị trí thuận lợi, nhân viên thân thiện"
Ngoc V. N. ,Hà Nội,Dal Vostro Hotel & Spa,8.5,Khách sạn gần Hồ Hoàn Kiếm. Thuận tiện đi lại. Nhân viên thân thiện
Thi D. H. L. ,Hà Nội,Dal Vostro Hotel & Spa,8.5,"phòng sạch sẽ, rộng rãi và đầy đủ trang bị. nhân viên rất thân thiện và hỗ trợ khách hàng hết sức. cám ơn các bạn đã cho mình những trải nghiệm tuyệt vời!"
Liem P. ,Hà Nội,Dal Vostro Hotel & Spa,9.4,"Khách sạn ngay trung tâm phố cổ. Phòng sạch, đẹp. Nhân viên thân thiện. Khách sạn có dịch vụ cho thuê xe máy tuy nhiên giá thuê xe máy cao so với chất lượng xe. 8/10"
Nhat H. B. T. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Phòng đẹp,vị trí thuận lợi sát bên Hồ Gươm"
Thi N. T. V. ,Hà Nội,Dal Vostro Hotel & Spa,6.0,"Phòng thì quá chật không đủ để nhét cái vali mở đồ ra, nhúc nhích đi lại rất bất tiện, ai đồ nhiều vali 15kg như mik đảm bảo mệt mỏi! Từ lúc đến và lúc trả phòng không một ai giúp mik với vali nặng! Không ai mở cửa tiếp đón! Tivi không biết mở Lễ Tân không hướng dẫn được, điều hoà không lạnh dù bật 18 độ, lúc check out 15h thì 200k mik chậm chân uồng 25p lấy thêm 100k nữa bảo bphòng hết ca làm việc nên trễ thì thêm giờ nhưng lúc mik ra thì cùng lúc buồng phòng lên dọn! Kiểu tính tiền siết sao mik không thoả mái với chỗ ở khách sạn này! Được cái trong phố cổ hết!"
Hoangminh P. ,Hà Nội,Dal Vostro Hotel & Spa,6.0,Dịch vụ rất tệ và không rõ ràng về tiền bạc tôi phải bỏ phòng dù mất tiền
Khoa K. ,Hà Nội,Dal Vostro Hotel & Spa,7.1,"- Khách sạn chào bán giá phòng cho 4 giờ nghỉ chứ không phải qua đêm (ghi bằng tiếng Anh), check in bạn lễ tân thông báo thế mình mới biết và phải chi thêm 500k cho 1 phòng tiêu chuẩn 2 người lớn mới được nghỉ qua đêm. Tôi kính đề nghị Khách sạn bỏ ngay chính sách này tránh gặp rắc rối cho các khách khác lại bị như tôi. - Phải công nhận Khách sạn sạch, tiện nghi, gần hồ Hoàn Kiếm. Các bạn nhân viên rất lễ phép, lịch sự và văn minh. - Kết luận: Mình tặng các bạn 10₫, và trừ chính sách bán hàng của Khách sạn 11₫, số điểm còn lại các bạn nhận -1₫ (âm 1 điểm). - Kiến nghị: Traveloka thông báo với Khách sạn nên nghi rõ hơn giá niêm yết chỉ lưu trú trong 4 giờ bằng tiếng Việt lẫn tiếng Anh. - Trân trọng kính chào!"
Thi H. L. N. ,Hà Nội,Dal Vostro Hotel & Spa,10.0,"gia đình tôi có 1 kỳ nghỉ tuyệt vời tại khách sạn Dal Vostro, kháchsạn ngay trung tâm phố cổ và cách hồ Hoàn Kiếm chỉ vài bước chân, phòng khách sạn rộng thoáng sạch sẽ, ăn sáng ngon, và đặt biệt hơn là thái độ phục vụ của các bạn nhân viên khách sạn vô cùng lễ phép, ân cần và hiếu khách, cảm ơn các bạn đã giúp cho chuyến đi của gia đình tôi trở nên hoàn hảo hơn, lần sau đến Hà Nội nhất định tôi sẽ chọn Dal Vostro cho kỳ nghỉ tiếp theo."
Hoang A. ,Hà Nội,Dal Vostro Hotel & Spa,9.7,"Tôi đã có một thời gian ở Hà Nội tuyệt vời khi lựa chọn Dal Vostro Hotel & Spa. Khách sạn nằm ở vị trí rất thuận tiện và yên tĩnh. Phòng ốc mới, sạch sẽ và thiết kế hợp lý. Nhân viên khách sạn đều rất nhiệt tình và giúp đỡ tôi rất nhiều. Đây là khách sạn tốt nhất tôi từng ở tại Hà Nội và chắc chắn sẽ quay lại lần sau."
