reviewerName,Address,NameHotel,overallScore,reviewText
Cao T. A. ,Hà Nội,Green Hotel & Apartment HN,5.1,"Nhân viên lễ tân không hỗ trợ được gì nhiều. Phòng không như hình. Cơ sở vật chất rất tệ, nước nóng chập chờn lúc có lúc không, đang tắm 5-10’ hết nước nóng trong khi thời tiết Hà Nội lúc ấy khá lạnh. Phòng cách ly cực kém, khách phòng bên nói chuyện bình thường cũng nghe thấy mặc dù đã đóng cửa phòng. Quá tệ"
Nguyen H. H. ,Hà Nội,Green Hotel & Apartment HN,6.0,"Khách sạn đẹp nhưng nhân viên dọn dẹp để rất bẩn Nhân viên ý thức rất kém, không có cả khăn tắm, khăn mặt, gọi phục vụ thì thái độ kém"
Tran L. Q. A. ,Hà Nội,Green Hotel & Apartment HN,6.0,"Khách sạn cách âm cực kì kém, tầng 3-4 vẫn nghe được tầng 1 nói chuyện."
Le T. H. N. ,Hà Nội,Green Hotel & Apartment HN,6.6,Nhân viên không niềm nở cho lắm dù khách là nữ xách nhiều đồ cũng không phụ. Phòng wc nhìn rất bẩn
Nguyen H. N. ,Hà Nội,Green Hotel & Apartment HN,5.7,"Phòng cũ, hôi, tên khách sạn khác trên app, khăn tắm và nước trong phòng không có"
Thi H. Y. T. ,Hà Nội,Green Hotel & Apartment HN,8.5,Phòng sạch sẽ tiện nghi sẽ quay lại
Quang D. N. ,Hà Nội,Green Hotel & Apartment HN,8.4,Phòng phù hợp với giá tiền. Nhân viên dễ chịu
Vu T. M. ,Hà Nội,Green Hotel & Apartment HN,9.4,"Lúc mình book cũng không để ý comment tiêu cực của mn, nhưng mình lại thấy rất ok. Phòng như hình, khá sạch sẽ, chỉ có 1 điểm trừ nhỏ là không có sữa tắm"
Kien T. ,Hà Nội,Green Hotel & Apartment HN,4.8,"Hình ảnh không đúng với thực tế phòng và view Khách sạn bẩn từ thang máy đến hành lang, phòng dơ Không có dép đi trong nhà, không có nước uống, tủ lạnh bẩn Trong phòng có bếp và bồn rửa chén, nhưng không vệ sinh khách trước sử dụng, còn mùi đồ ăn rất kinh không thể ngủ được Hai bạn lễ tân tầm tuổi học sinh, không biết làm dịch vụ Quá tệ !"
Kieu H. B. ,Hà Nội,Green Hotel & Apartment HN,6.1,"Không giống với hình ảnh, nhiều hạng mục xuống cấp"
Nguyen D. K. ,Hà Nội,Green Hotel & Apartment HN,5.1,Phòng rất bẩn. Không dọn dẹp phòng cho khách đến nghỉ. Điển hình là trong tủ lạnh không có nước uống cho khách. Đồ uống của khách trước còn thừa để lại trong tủ lạnh mà không dọn. Thật sự thất cọng
Thi K. D. T. ,Hà Nội,Green Hotel & Apartment HN,6.1,"Phòng giống ảnh, nhưng ở ngoài nhỏ hẹp, khăn - vật dụng - chăn gối mền ga - không sạch, ngã màu vàng, và màu cháo lòng, mền còn dính những vết vàng chưa giặt sạch, vòi sen còn bám cả bụi. Vòi xịt ở toilet quá mạnh, vòi sen tắm nước yếu. Tivi không xem được vì không có kênh."
Ngo T. N. H. ,Hà Nội,Green Hotel & Apartment HN,5.7,"Phòng hôi kinh khủng, không có nổi chai nước cho khách. Phục vụ và dịch vụ chán."
Hoang H. ,Hà Nội,Green Hotel & Apartment HN,6.3,Phòng cũ sàn bong ọp ẹp ncl chán
Nguyen B. C. ,Hà Nội,Green Hotel & Apartment HN,5.4,Không giống như trên hình mô tả Cách âm kém Lễ tân nằm ngủ nhìn mất thiện cảm vào sáng
Ngoc T. N. ,Hà Nội,Green Hotel & Apartment HN,6.3,"Nhà vệ sinh khá cũ, khăn tăm có vết ố"
Kim H. L. ,Hà Nội,Green Hotel & Apartment HN,6.4,Chất lượng quá kém. Làm dịch vụ phòng ở không có chai nước suối
Le T. N. ,Hà Nội,Green Hotel & Apartment HN,6.2,"Ga giường, gối và mềm không sạch, nhiều bụi. Nhà tắm không có xà phòng và dầu gội, máy sưởi không dùng được."
Vu H. L. D. ,Hà Nội,Green Hotel & Apartment HN,5.5,"Khách sạn không được vệ sinh, có mùi trong nvs, không có khăn giấy, khăn tắm trông khá cũ và không sạch, phòng nhỏ, điều hoà kém. Vòi sen cũng không sử dụng được, bồn vệ sinh xả có mùi và nước bắn tung toé."
Khoi N. ,Hà Nội,Green Hotel & Apartment HN,9.1,Nơi nghỉ tiện nghi sạch sẽ chất lượng tuyệt vời vị trí tốt
Lai T. D. ,Hà Nội,Green Hotel & Apartment HN,4.8,lộ thông tin khách hàng cho bên thứ 3
Hoang N. ,Hà Nội,Green Hotel & Apartment HN,4.8,"Phòng cũ, không sạch sẽ."
Phuong T. ,Hà Nội,Green Hotel & Apartment HN,5.5,"Phòng quá cũ, không được nâng cấp"
Thi T. T. T. ,Hà Nội,Green Hotel & Apartment HN,4.8,"Khách sạn quá bẩn, không giống hình ảnh. Bộ ga trải giường giống như không thay đổi 1 tháng. Máy lạnh không tốt. Tôi chỉ cần đến và trả phòng ngay bây giờ."
Vo T. D. H. ,Hà Nội,Thang Long Hotel Hanoi,6.5,"Hệ thống điều hoà quá tệ, nước rất yếu"
Nguyen H. N. ,Hà Nội,Thang Long Hotel Hanoi,6.3,phòng hơi cũ 1 tý mà nhân viên nhiệt tình
Nguyen T. G. T. ,Hà Nội,Thang Long Hotel Hanoi,5.4,Khách sạn rất cũ. Mùi hôi và bẩn
Trung N. N. ,Hà Nội,Thang Long Hotel Hanoi,8.5,"Phù hợp nhu cầu nghỉ qua đêm và di chuyển, không đòi hỏi cơ sở vật chất cầu kỳ"
Nga N. ,Hà Nội,Thang Long Hotel Hanoi,5.7,"thiết bị vệ sinh hư, máy lạnh hư, cửa sổ phòng không đóng được. phòng hơi dơ"
Nguyen T. H. ,Hà Nội,Thang Long Hotel Hanoi,9.7,Hài lòng với dịch vụ và chất lượng nơi đây. Phòng ốc sạch giá cả cũng hợp lý.
Linh Q. ,Hà Nội,Thang Long Hotel Hanoi,9.4,"với giá cả này thì không đòi hỏi gì, phòng sạch sẽ, khá là đầy đủ đồ đạc"
Mai D. T. ,Hà Nội,Thang Long Hotel Hanoi,5.7,Phòng không được sạch lắm!hệ thống thiết bị vệ bị hỏng
Thi C. P. ,Hà Nội,Thang Long Hotel Hanoi,5.7,Dọn vệ sinh sơ sài bẩn quá đã yêu cầu dọn phòng nhưng dọn cho có lệ
Luu H. H. ,Hà Nội,Thang Long Hotel Hanoi,9.7,"Khách sạn 1 sao nhưng rất tuyệt, phòng rộng và khá thoải mái, có thang máy, yên tĩnh và rất tuyệt"
Thy T. ,Hà Nội,Thang Long Hotel Hanoi,5.4,"Hình ảnh và thực tế hoàn toàn không giống nhau, phòng cũ và không sáng sủa như hình. Tủ quần áo rất hôi, vệ sinh phòng ốc không sạch, đèn phòng tối. Các bạn nhân viên lễ tân thái độ phục vụ ok."
Thi T. D. D. ,Hà Nội,Thang Long Hotel Hanoi,8.4,Khách sạn hơi cũ và Phòng có mùi. Được cái là linh động tgian nhận và trả phòng. Với giá tiền rẻ như vậy thì ổn. Xung quanh là các trường đại học nên khá nhiều hàng ăn vặt
Hoang D. T. ,Hà Nội,Thang Long Hotel Hanoi,5.7,"phòng dơ, không sạch sẽ, hệ thống điện chập chờn. không thể ở nỗi đành bỏ phòng thuê khách sạn khác"
Le T. T. T. T. ,Hà Nội,Thang Long Hotel Hanoi,8.7,"Phòng rộng, sạch sẽ. Mà mỗi ngày không có nhân viên dọn phòng. Do giá vậy cũng khá ok."
Pham T. T. H. ,Hà Nội,Thang Long Hotel Hanoi,4.8,"Phòng quá cũ, nhà vệ sinh hôi, 1 trải nghiệm đáng sợ"
Mi N. ,Hà Nội,Thang Long Hotel Hanoi,6.0,Vi tri ok nhung phong khong duoc sach. toilettes cung hoi ban.
Mi N. ,Hà Nội,Thang Long Hotel Hanoi,6.0,"Nha nghi rat cu, khong giong trong hinh. Toilette va phong hoi ban mot chut"
Nguyen T. Q. ,Hà Nội,Thang Long Hotel Hanoi,6.0,"khách sạn cũ kĩ, quá dơ ,kiếp quá ,😨"
Tammasak S. ,Hà Nội,Thang Long Hotel Hanoi,9.4,"Phòng tốt, sạch sẽ, chất lượng, giá quá cao, 8/10."
Mai A. ,Hà Nội,Thang Long Hotel Hanoi,5.4,"Nhà trọ quá hôi thối, giường và gối bẩn như địa ngục, muỗi ở khắp mọi nơi, nước để tắm cũng bẩn. Kinh khủng"
Bui N. T. T. ,Hà Nội,Thang Long Hotel Hanoi,6.1,Không có nước khoáng trong phòng và không cung cấp dịch vụ giặt ủi. Tôi không biết tại sao giường và gối của tôi chứa đầy kiến.
Hoang T. A. T. ,Hà Nội,Hanoi Charming House,5.7,"Đặt phòng không thanh toán trước nên nhận phòng lúc 18h không được giữ phòng, C Chủ hỗ trợ giới thiệu khách sạn gần đó cho Team. Tạm ổn"
Ba V. ,Hà Nội,Hanoi Charming House,5.1,"Tôi đặt phòng family 2 giường lớn cho 4 ng, nhưng khi nhận pòng thì 1 giường đôi và 1 giường đơn kèm 2 chăn 3 gối, ga và chăn rất rất bẩn, gọi chị chủ nói sao e book phòng 2 giường lớn mà giờ nhận pòng này, chị nói là phòng nhà chị không có 2 giường lớn, chị bán phòng cho e đúng như hình, nếu e muốn phòng 2 giường lớn thì xuống chị giới thiệu e qa cơ sở khác nhà chị, còn không thì chị cho e thêm 1 cái gối nữa( trước đó mình có xin thêm 1 chăn) vì nhà mình có 2 cụ lớn tuổi nên thôi mình ở tạm cho rồi chứ không di chuyển vì các cụ mệt, phòng cực kì bẩn, tivi thì mua từ năm nào, bị hư sọc , chạy được 10’ thì chỉ nge tiếng chứ không thấy hình, cửa thông gió toilet là có thể nhìn thông qa hang phòng khác và rất ồn, toilet không có chốt cửa, wife không dùng được, khăn tắm thì chẳng khác gì đồ lau chân, nói chung là rất tệ, ở 1 lần và không bao giờ qay lại. Điểm cộng duy nhất là khi tôi muốn late check out lúc 14h ( vì đi ra ngoài từ sáng không về kịp để check out) thì chị chủ có offer đến 13h thì free, 14h thêm 100k nhưng tôi có nói lại thì chị bớt còn 50k. Tôi đặt pòng giá 450k , cứ cho là rẻ đi, nhưng thế này thì tệ hơn nhà nghỉ bình dân nữa"
Ha H. ,Hà Nội,Hanoi Charming House,8.5,"mình đến nhận phòng thanh toán tiền xong nhà nghỉ dẫn qua 83 thuốc bắc nhận phòng. chỗ mới phòng cũng khá ok, sạch sẽ, đầy đủ đồ dùng."
Thao U. L. ,Hà Nội,Hanoi Charming House,9.7,"Khách sạn ngay khu phố cổ, phòng rộng, sạch sẽ. Chủ nhà thân thiện"
Le A. M. D. ,Hà Nội,Hanoi Charming House,9.4,"Khách sạn rất tuyệt vời. Nhất là chị chủ, vô cùng dệ thương."
Ho T. H. P. ,Hà Nội,Hanoi Charming House,9.7,"khá thoải mái sạch sẽ, nhiệt tình"
Thi T. G. L. ,Hà Nội,Hanoi Charming House,8.5,"phòg ok, có thag máy và nhiệt tình hổ trợ"
Thi H. P. ,Hà Nội,Hanoi Charming House,6.0,Cơ sở hạ tầng xuống cấp quá tệ mà không có sự đầu tư
Hoang Q. L. ,Hà Nội,Hanoi Charming House,5.1,"phòng dơ bẩn, bụi bặm, ẩm mốc, không wifi, giống như bỏ hoang, sập sệ"
Manh T. L. ,Hà Nội,Hanoi Charming House,9.1,"Phù hợp với mức giá trong khu trung tâm, hotel đã cũ."
Tran T. T. H. ,Hà Nội,Hanoi Charming House,8.5,Mình chỉ ở 1 ngày bên đây nói chung mọi thứ ổn trừ wifi bị ảo không sử dụng được
Thi T. H. V. ,Hà Nội,Hanoi Charming House,5.7,Thái độ phục vụ của nhân viên lê tân cực kì kém
Phan Q. H. ,Hà Nội,Hanoi Charming House,5.7,Chăn và gối không sạch. Nội thất quá cũ. Bụi bẩn Thái độ nhân viên lễ tân không thiện trí.
Nguyen N. T. N. ,Hà Nội,Hanoi Charming House,5.4,"Phòng rất dơ, ẩm thấp và hôi mùi, cửa thì lặc lè cót két rất khó chịu. Đóng cửa cũng khó khăn, than máy cũ kĩ di chuyển rất chậm và tiếng đóng cửa rất ghê. Đồ trong phòng khá cũ kĩ, hẻm nhỏ xe hơi không vào được!"
Le B. N. ,Hà Nội,Hanoi Charming House,6.0,đổi phòng. phòng thì nhà vệ sinh phía trước. khăn tắm thì rách te tua không thể tin được
Vo N. T. ,Hà Nội,Hanoi Charming House,6.0,"phòng ẩm thấm, có mùi. nhân viên phục vục không tốt"
Thuy A. ,Hà Nội,Hanoi Charming House,5.2,"Quá tệ. đã book phòng nhưng khi đến check in thì bảo là phòng đang sửa, cũng không thông báo trước cho khách chủ động. sau đó đổi sang phòng khác nhưng phải thêm 100k và bảo là nếu không đồng ý thì trả lại tiền đã book trước đó. lễ tân bảo phòng bù thêm 100k đó đẹp hơn phog mình đã book. Ok mình chập nhận đổi và trả thêm 100k. nhưng khi vào phòng thì thực sự sốc. phòng không như mình nghĩ. Cũ, ẩm mốc. phòng này đã tệ rồi thì thử hỏi phòng trước đó mình book tệ hơn như nào nữa. nếu biêt phòng như vậy mình đã chấp nhận đi chỗ khác dù giá cao hơn nhưng đổi lại điều kiện tốt hơn dù chỉ ở 1 đêm"
Kim T. T. ,Hà Nội,Hanoi Charming House,5.1,Khách sạn rất tệ. Chỉ là như nhà nghỉ phòng vệ sinh rất dơ và thái độ nhân viên cực kỳ tệ với khách hàng. Hình ảnh minh hoạ không đúng thật tế. Thật sự gây thất vọng cho khách hàng khi đã tin tưởng lựa chọn dịch vụ này. 
Thi K. C. P. ,Hà Nội,Hanoi Charming House,8.5,"Gd mình đi có 1 trẻ em 5 tuổi, lúc đầu đặt phòng giường 2 nguoi72 nhưng được chị chủ đổi cho phòng 2 giường vì có con nít nằm cho thoải mái. Rất hài lòng về tấm lòng của chị chủ"
Tang H. P. ,Hà Nội,Hanoi Charming House,5.8,Phòng không cửa sổ. Có mùi ẩm và giường rất cứng. Chăn thì chỉ là 1 tấm vải không hơn
Thi Y. V. T. ,Hà Nội,Hanoi Charming House,5.5,"Phòng nhỏ, cửa tolet hư, vòi nước thì ngẹt ngẹt. Nhân viên cau có khó chịu, phòng bẩn. Không giống như đã quảng cáo"
Nguyen C. P. L. ,Hà Nội,Hanoi Charming House,5.8,"Phòng ồn, Bí, đồ điện hư, đồ đạt cũ, chăn cũ,..."
Luong V. L. ,Hà Nội,Hanoi Charming House,8.5,"Phòng sạch sẽ, nhỏ nhưng ấm cúng, nhà vệ sinh sạch."
Phan L. N. H. ,Hà Nội,Hanoi Charming House,8.8,Ở trung tâm với giá đấy thì hợp lý rồi
Luong Q. H. ,Hà Nội,Hanoi Charming House,5.2,"Phòng nóng lắm. Rất nóng. Máy lạnh yếu, xin thêm cái quạt mà cũng không cho! Mỗi lần muốn gặp tiếp tân đều phải đi thang máy xuống tầng trệt. Điện thoại bị mất kết nối"
Le H. P. T. ,Hà Nội,Hanoi Charming House,5.1,Phòng mình đặt hỏng máy lạnh. Không báo trước cho mình sẽ chuyển sang khách sạn khác để mình đi thẳng đến. Mình nhận phòng lúc nửa đêm đã gọi khách sạn báo trước vậy mà nửa đêm vẫn phải kéo vali đi bộ chuyển khách sạn. Không một câu xin lỗi.
Huynh T. T. V. ,Hà Nội,Hanoi Charming House,5.1,"Vệ sinh phòng ở rất tệ, bụi bặm, gra giường và khăn ngã sang màu cháo lòng vẫn để sử dụng."
Huynh C. T. ,Hà Nội,Hanoi Charming House,8.5,"Khách sạn tốt, chỉ thiếu bình nước nóng, còn lại okay"
Anh T. T. ,Hà Nội,Hanoi Charming House,9.7,Khách sạn sạch sẽ. Nhân viên thân thiện. khu vực đông đúc. Gần Hồ Gươm...
Luu G. N. ,Hà Nội,Hanoi Charming House,5.2,"Nhân viên trẻ hơi mất lịch sự, lúc đưa chìa khóa phòng thì như đuổi khách nhanh nhanh lên phòng. Wifi thì không có, lúc xuống hỏi thì kêu đăng nhập phòng khác mà dùng (cũng không được). Phòng có tủ lạnh như không. Cửa phòng nhà vệ sinh không khóa được. Nội thất cơ bản là không có gì, chỉ đủ để ngủ."
Tan P. ,Hà Nội,Hanoi Charming House,8.5,"Ok lắm, hơi hôi do mình ở phòng trên tầng cao chắc ít khách book"
Pham T. V. ,Hà Nội,Hanoi Charming House,5.4,Phòng quá bẩn và hôi. Chăn ga cảm giác như không thay. Dép đi trong phòng đều rách và ướt như có người dùng xong và không thay mới
Dao N. K. L. ,Hà Nội,Hanoi Charming House,6.2,"Phòng rộng nhưng bị bí, không có cửa sổ, cửa thông gió, phòng ẩm thấp, xuống cấp. Khách sạn nằm trong hẻm nên khi thuê xe không có chỗ gửi xe qua đêm, đi khá xa mới có chỗ gửi xe."
Anh T. L. ,Hà Nội,Hanoi Charming House,8.8,phòng ở cũ rồi... nói chung với mức giá như thế tại trung tâm Hà Nội thì ok..
Thi H. P. N. ,Hà Nội,Hanoi Charming House,5.5,"Phòng rất tệ. Ẩm thấp, giường cũng tệ, cảm giác như đang ngủ trong bệnh viên. Mình chỉ ngủ qua một đêm nhưng cả đêm không ngủ được vì cảm thấy không thoải mái chút nào :("
Trinh K. V. ,Hà Nội,Hanoi Charming House,5.7,Gặp vấn đề khi check-in nhận phòng hơn 60p. Nhân viên tìm không ra mã đặt chỗ đã thanh toán. Chất lượng xe máy được thuê không tốt. Không có nước cho khách thuê phòng.
Le C. T. ,Hà Nội,Hanoi Charming House,8.7,"Nhân viên dễ thương & nhiệt tình, khách sạn yên tĩnh, tuy nhiên xe ôtô không được tới khách sạn"
Nguyen N. Q. ,Hà Nội,Hanoi Charming House,5.8,Không giữ lời hứa khi khách đặt phòng
Diem D. ,Hà Nội,Hanoi Charming House,5.1,"Khách sạn rất cũ kỹ , không gian rất chật chội. Khách thấy không hài lòng"
Nguyen B. T. ,Hà Nội,Hanoi Charming House,6.0,Khách sạn co vi tri tot nhung phòng bi hư dột nên phải chuyển sang khách sạn khác.
Bui X. N. ,Hà Nội,Hanoi Charming House,6.3,"Tôi đăng ký phòng 2 đêm, sau đó có báo khách sạn cho trả phòng trễ hơn 2 tiếng mà khách sạn tính thêm tiền bằng một ngày đêm."
Thuong T. ,Hà Nội,Hanoi Charming House,5.7,"Đặt 2 lần ở đây đều bị chuyển qua khách sạn khác mà không được báo trước. dịch vụ khá tệ. khách sạn không có thang máy, đi bộ rất mệt"
Thi T. L. H. ,Hà Nội,Hanoi Charming House,8.5,phòng nhỏ và cũ. vị trí ngay trung tâm
Nguyen V. T. ,Hà Nội,Hanoi Charming House,4.5,"Khách sạn phục vụ kém, về muộn nhân viên trực đêm mãi mới mở cửa, ồn ào từ nhà hàng, nhân viên nói chuyện cười đùa sáng sớm không ngủ được. Phải gọi điện nhắc nhở! Kỳ nghỉ mệt mỏi tại đây!"
Pham Q. N. H. ,Hà Nội,Hanoi Charming House,8.5,Khách sạn nhỏ nhưng đầy đủ tiện nghi. Lúc đầu thì gọi lại mình bảo đổi khách sạn nhưng lúc sau bạn mình gọi lại thì không đổi nữa. Mặc dù mình đến check in trễ nhưng kháchsạn vẫn đợi.
Thu T. ,Hà Nội,Hanoi Charming House,6.0,"Phòng ở không đầy đủ tiện nghi, nóng nực và không thoải mái. Thái độ của 1 nam nhân viên khó chịu"
Huynh X. T. N. ,Hà Nội,Hanoi Charming House,5.8,"Phòng ở hơi bí, điều hoà hơi yếu. Phòng tắm vòi nước chảy yếu, không có lược chải đầu. Khách sạn không có nước uống trong phòng, xuống lễ tân mua cũng không có :("
Nguyen V. D. ,Hà Nội,Hanoi Charming House,8.7,giá giặt đồ quá mắc 40k/kg. Không có nước đóng trai. Ra vào thoải mái.
Thu T. ,Hà Nội,Hanoi Charming House,6.0,"Vòi sen hỏng, toilet có tiếng ồn.
Tủ lạnh hỏng
"
Van H. D. ,Hà Nội,Hanoi Charming House,5.4,"Toilet nước yếu, xả không được, phòng rất chật và bí, không có cỗ đậu xe"
Pham D. K. ,Hà Nội,Hanoi Charming House,8.4,"Phòng sạch, nhân viên thân thiện. Chi phí ở thêm 100k/giờ. Cửa phòng wc hư không khóa được"
Le Q. H. ,Hà Nội,Hanoi Charming House,6.0,"Khách sạn ẩm, không thoáng mát, thiết bị cũ kỹ."
Thi B. T. V. ,Hà Nội,Hanoi Charming House,6.6,"Nhan vien than thiet, nhiet tinh. Nhung phong không cach duoc am, nen rat on ao. Do dung cu không duoc tien nghi"
Thi T. M. N. ,Hà Nội,Hanoi Charming House,8.5,"Nhân viên thân thiện, bữa sáng ngon. Tuy nhiên phòng hơi ẩm. Có cơ hội sẽ quay lại sau."
Nguyen P. M. C. ,Hà Nội,Hanoi Charming House,6.5,"Nhân viên dễ thương nhưng chất lượng phòng không tốt. Đây là lần thứ 2 đến nghỉ ở khách sạn này, nhưng khá thất vọng so với lần trước. Mình ở phòng 302. Ban đầu nhận phòng thì WiFi trong phòng không kết nối được, phải nhắn lễ tân nhờ người sửa gấp (phải nói mãi, thậm chí là mời lên tận phòng test và cho xem cá điện thoại thì bạn lễ tân mới chịu tin là WiFi trong phòng có vấn đề). Sau khi sửa thì vào được nhưng buổi tối thì rất chập chờn, đặc biệt là khi 2 thiết bị kết nối cùng lúc, hoặc những hôm trời mưa. Phòng không bố trì ổ điện âm tường dư, chỉ vừa đủ cho các thiết bị trong phòng nên có đặt ổ cắm nối dài. Lúc nhận phòng thì ổ cắm đó cũng bị hư, phải nhờ thay ổ khác. Ổ khỏa phòng tắm cũng hỏng hoàn toàn và bị bung ra khỏi trục. Đèn phòng tắm thì cũng có vấn đề. Đèn ngay bồn rửa mặt thì hư mất một bóng. Đèn ngay vòi hoa sen thì bị vỡ lớp kính ngoài, phải dùng băng dính cố định lại. Chăn đắp thì rất mỏng."
Tran T. K. T. ,Hà Nội,Hanoi Charming House,6.0,"Chăn quá mỏng, như một tấm vải."
Vy N. L. T. ,Hà Nội,Hanoi Charming House,5.5,"Phòng có mùi. Giường không thoải mái. Khách sạn không bán gì ăn được, 9h tối gọi đồ ăn lên phòng mà không có. Hành lang cực kì nóng. Thái độ nhân viên tốt, early check in không tính phí"
Pham D. M. ,Hà Nội,Hanoi Charming House,8.5,Ổn. Nhưng Wifi và sóng VNPT khi ở trong phòng hơi yếu.
Nguyen T. M. H. ,Hà Nội,Hanoi Charming House,8.5,"Tốt, phòng hơi cũ, gần phố cổ, bờ hồ"
My D. ,Hà Nội,Hanoi Charming House,10.0,"Nuớc ở phòng mình hơi yếu còn lại thì ổn, nhân viên nhiệt tình"
Nguyen H. D. M. ,Hà Nội,Hanoi Charming House,9.4,"Khách sạn nhỏ nhưng ấm cúng. Dịch vụ khá tốt, đặc biệt nhân viên cực kỳ thân thiện. Sẽ ghé lại vào thơi gian tới."
Nguyen X. G. ,Hà Nội,Hanoi Charming House,8.5,Nhân viên dễ mến và thân thiện
Thua Q. N. ,Hà Nội,Hanoi Charming House,8.5,"Khách san sạch sẽ, nhân viên thân thiện, dịch vụ tốt. Sẽ quay lại nếu có dịp."
Le D. A. ,Hà Nội,Hanoi Charming House,7.3,Mùi của phòng hơi khó chịu. Mong khách sạn cải thiện để chất lượng được tốt hơn.
Nguyen T. T. ,Hà Nội,Hanoi Charming House,10.0,"Phòng sạch sẽ, phục vụ nhiệt tình"
Le H. A. ,Hà Nội,Hanoi Charming House,9.4,"Tôi có một kỳ nghỉ tuyệt vời cùng với mẹ mình ở đây, mọi thứ gần như không có gì để chê. Tôi sẽ quay lại đây 1 lần nữa nếu có dịp"
Thi M. T. T. ,Hà Nội,Hanoi Charming House,8.8,"Khách sạn tuy nhỏ nhưng sạch sẽ, thái độ nhân viên phục vụ tốt,"
Phan T. C. ,Hà Nội,Hanoi Charming House,10.0,Nhân viên nhiệt tình giúp đỡ Giá ca hợp lí
Thi M. Q. T. ,Hà Nội,Hanoi Charming House,8.5,"Nhân viên nhiệt tình, phòng hơi cũ, nhưng tạm chấp nhận được."
Lam K. T. ,Hà Nội,Hanoi Charming House,9.0,"Tôi rất thích phòng ở Hanoi Charming Hotel, sạch sẽ. Nhược điểm là khách sạn bé nên phòng hơi hẹp"
Quynh T. ,Hà Nội,Hanoi Charming House,9.1,- Phòng nhỏ sạch sẽ. - Dọn phòng mỗi ngày. - Nhân viên thân thiện. - Cách âm hơi kém
Cao D. B. ,Hà Nội,Hanoi Charming House,10.0,Khách sạn này tuyệt lắm nha.
Trung H. T. ,Hà Nội,Hanoi Charming House,8.7,"Tôi cảm nhận mình có 1 kỳ nghỉ thú vị và khách sạn thân thiện về ứng xử văn hóa, tôi sẽ quay lại lần nữa nếu có dịp. cảm ơn nhiều!"
Quoc H. ,Hà Nội,Hanoi Charming House,6.0,Khách sạn mà không có chỗ để xe bắt phải đi gửi xe. 
Quynh T. ,Hà Nội,Hanoi Charming House,8.5,Tuyệt vời. Phòng không kín lắm nên hay bị lọt mùi đồ ăn vào haha
Phan T. T. ,Hà Nội,Hanoi Charming House,9.1,"Nhân viên vui vẻ, phòng hơi nhỏ, vị trí khó tìm nhưng thế là tốt rồi. Với giá như vậy ở tốt rồi"
Pham V. T. ,Hà Nội,Hanoi Charming House,9.4,"Nhân viên dễ thương nhiệt tình lắm nhé. Khách sạn cũng ok lắm (tường phòng tắm ko sạch lắm, máy nóng lạnh ko tốt lắm) nhưng với mức giá mà mình ở 360k/ 2 đêm (có mã km của Traveloka) thì như vậy là rất ổn. Vị trí thuận tiện vô cùng. Ăn uống gần, đi lại dễ dàng, nhân viên thân thiện phục vụ tốt."
Dinh Q. T. ,Hà Nội,Hanoi Charming House,9.1,Tôi hài lòng về phục vụ của khách sạn
Vu Q. T. B. ,Hà Nội,Hanoi Charming House,10.0,Tuyệt vời. Nhân viên lịch sự đáng yêu. Phòng ấm cúng sạch sẽ. Dọn phòng mỗi ngày. Thức ăn sáng ngon. Sẽ quay lại lần sau
Cuong C. ,Hà Nội,Hanoi Charming House,9.1,khách sạn tốt nằm trong ngõ hơi khó tìm nhưng gần khu trung tâm
Anh H. T. T. ,Hà Nội,Hanoi Charming House,9.7,Nhân viên phục vụ chuyên nghiệp. Phòng rộng có đầy đủ tiện nghi. Vị trí ngay trung tâm. Sẽ quay lại.
Le P. G. H. ,Hà Nội,Hanoi Charming House,9.7,"Khách sạn ngay trung tâm phố cổ, nằm trong hẻm nhỏ yên tĩnh. Phòng tuy nhỏ nhưng cực kỳ sạch sẽ và bố trí gọn gàng. nhân viên ở đây không hề phân biệt đối xử với khách ngược lại còn rất thân thiện và nhiệt tình. Bữa sáng ngon, miễn phí, điểm trừ là wifi cực kỳ yếu và máy lạnh trong phòng khá nóng."
Le T. Q. A. ,Hà Nội,Hanoi Charming House,9.7,"Sạch sẽ, nhân viên rất thân thiện, vễ trễ vẫn mở cửa, vị trí rất đẹp."
Quynh T. ,Hà Nội,Hanoi Charming House,9.4,"Phòng sạch sẽ ấm cúng, dịch vụ tốt"
Le T. P. T. ,Hà Nội,Hanoi Charming House,9.1,"Nhân viên thân thiện, phòng sạch sẽ, mức giá hợp lý, có điều hơi ồn do phòng không có cách âm."
Ngoc T. ,Hà Nội,Hanoi Charming House,9.1,"Khách sạn ngay trung tâm, thuận lợi trong việc đi dạo ra khu nhà thờ và ăn uống tại phố cổ. Ăn sáng đầy đủ món, rất công phu, nhưng món ăn chính (phở bò, phở gà) chưa được đậm vị và gần giống với phở ăn liền. Phòng rộng, sạch sẽ, nhưng vòi nước trong nhà tắm khá yếu, nên chưa thoải mái lắm. Nhìn chung, khách sạn rất tốt so với giá tiền."
Do T. H. ,Hà Nội,Hanoi Charming House,8.5,"Khách sạn sạch sẽ, nhân viên chu đáo, nhiệt tình"
